,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,year,cast,crew,keywords,movieId,imdbId,tmdbId
23371,23371,23371,23371,False,,1000000,"Drama,Romance,Science_Fiction",http://inyoureyesmovie.com,226448,tt2101569,English,In Your Eyes,"Two seemingly unconnected souls from different corners of the United States make a telepathic bond that allows them to see, hear and feel the other's experiences, creating a bond that apparently can't be broken.",8.448518,http://img.omdbapi.com/?i=tt2101569&h=600&apikey=f3f2af9c,"Night_and_Day_Pictures,Bellwether_Pictures",United_States_of_America,2014-04-20,0.0,105.0,English,Released,Two strangers. One extraordinary connection.,In Your Eyes,False,7.1,275.0,2014,"Rebecca_Porter-Zoe_Kazan,Dylan_Kershaw-Michael_Stahl-David,Donna-Nikki_Reed,Diane-Jennifer_Grey,Phillip-Mark_Feuerstein,Bo-Steve_Howey,Lyle-David_Gallagher,Giddons-Steve_Harris,Dr._Maynard-Reed_Birney,Male_Nurse-Tom_Choi,Stan-Bill_Thorpe",Brin_Hill,"telepathy,new_mexico,loneliness,ex-con,offbeat",,,
23629,23629,23629,23629,False,,0,Drama,,62876,tt0055569,French,Un nommé La Rocca,"Roberto goes to Marseilles to give a hand to his friend Xavier, wrongly imprisoned following a frame-up organized by his associate Villanova. Roberto sets out to seduce Villanova's mistress, but when Villanova is killed, Roberto ends up leader of the band...",0.409034,http://img.omdbapi.com/?i=tt0055569&h=600&apikey=f3f2af9c,"Da_Ma_Produzione,Les_Films_du_Cyclope","France,Italy",1961-11-17,0.0,102.0,Français,Released,,A Man Named Rocca,False,6.5,2.0,1961,"Roberto_La_Rocca-Jean-Paul_Belmondo,Geneviève_Adé-Christine_Kaufmann,Xavier_Adé-Pierre_Vaneck,Maud-Béatrice_Altariba,Ficelle-Henri_Virlojeux,Charlot_l'élégant-Mario_David,Villanova-Nico,Migli-Pedro_Serano,Cipriano-Charles_Moulin,Névada-Jean-Pierre_Darras,-Edmond_Beauchamp,Jack_Léonard-Jacques_Léonard,-Jean_Gras,Le_chef_des_racketteurs_américains-Michel_Constantin,Fanfan-Frédéric_Lambre,Le_directeur_de_la_prison-Claude_Piéplu,-Jean-Louis_Marest,-Henri_Arius,-Mick_Besson,-Pierre_Mirat,Un_prisonnier_démineur_(uncredited)-Gérard_Hernandez,uncredited-Giovanni_Père,uncredited-Jacques_Rispal,Un_prisonnier_démineur_(uncredited)-Dominique_Zardi",Jean_Becker,"falsely_accused,marseille",,,
23703,23703,23703,23703,False,How_to_Train_Your_Dragon_Collection,145000000,"Fantasy,Action,Adventure,Animation,Comedy,Family",http://www.howtotrainyourdragon.com/,82702,tt1646971,English,How to Train Your Dragon 2,"The thrilling second chapter of the epic How To Train Your Dragon trilogy brings back the fantastical world of Hiccup and Toothless five years later. While Astrid, Snotlout and the rest of the gang are challenging each other to dragon races (the island's new favorite contact sport), the now inseparable pair journey through the skies, charting unmapped territories and exploring new worlds. When one of their adventures leads to the discovery of a secret ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.",12.256689,http://img.omdbapi.com/?i=tt1646971&h=600&apikey=f3f2af9c,"DreamWorks_Animation,Mad_Hatter_Entertainment",United_States_of_America,2014-06-12,609123048.0,102.0,English,Released,The training is over.,How to Train Your Dragon 2,False,7.6,3163.0,2014,"Hiccup_(voice)-Jay_Baruchel,Stoick_the_Vast_(voice)-Gerard_Butler,Ruffnut_(voice)-Kristen_Wiig,Snotlout_(voice)-Jonah_Hill,Valka_(voice)-Cate_Blanchett,Drago_Bludvist_(voice)-Djimon_Hounsou,Eret,_Son_of_Eret_(voice)-Kit_Harington,Fishlegs_(voice)-Christopher_Mintz-Plasse,Tuffnut_(voice)-T.J._Miller,Astrid_(voice)-America_Ferrera,Gobber_(voice)-Craig_Ferguson,Hoark_the_Haggard_(voice)-Kieron_Elliott,Starkard_(voice)-Philip_McGrade,Ug_(voice)-Andrew_Ableson,Teeny_(voice)-Gideon_Emery,No-Name_(voice)-Simon_Kassianides,Toothless_(voice)-Randy_Thom",Dean_DeBlois,"father_son_relationship,wife_husband_relationship,sacrifice,viking,sequel,rescue,dragon,mother_son_relationship,death_of_husband,warrior,3d",,,
23903,23903,23903,23903,False,,0,"Mystery,Thriller",,208284,tt2733258,French,L'étrange couleur des larmes de ton corps,"A woman vanishes. Her husband inquires into the strange circumstances of her disappearance. Did she leave him? Is she dead? As he goes along searching, he plunges into a world of nightmare and violence...",1.998366,http://img.omdbapi.com/?i=tt2733258&h=600&apikey=f3f2af9c,,"Luxembourg,Belgium,France",2013-08-12,7182.0,102.0,"Dansk,Français",Released,,The Strange Color of Your Body's Tears,False,6.0,41.0,2013,"Dan_Kristensen-Klaus_Tange,The_Inspector-Jean-Michel_Vovk,-Sylvia_Camarda,-Sam_Louwyck,Barbara-Anna_D'Annunzio",Hélène_Cattet,"detective,nudity,wife,investigation,suspense,disappearance,giallo,husband,woman_director",,,
23922,23922,23922,23922,False,,0,Drama,http://hideyoursmilingfaces.com/,163710,tt1964773,English,Hide Your Smiling Faces,"Tommy and his older brother Eric live in the midst of vast remote forests. The death of their friend pushes them close to the edge. Eric doesn’t know how to channel his energy. All at once, nature’s vastness feels stifling.",1.602963,http://img.omdbapi.com/?i=tt1964773&h=600&apikey=f3f2af9c,Flies,United_States_of_America,2014-03-25,0.0,81.0,English,Released,,Hide Your Smiling Faces,False,6.3,20.0,2014,"Tommy-Ryan_Jones,Eric-Nathan_Varnson,Ian's_Father-Colm_O'Leary,Tristan-Thomas_Cruz,Mother-Christina_Starbuck,Father-Chris_Kies,Blake-Andrew_M._Chamberlain,Religious_Man-Clark_Middleton,Ian-Ivan_Tomić",Daniel_Patrick_Carbone,friendship,,,
24102,24102,24102,24102,False,,15,Music,,212769,tt1828959,English,Make Your Move,A pair of star-crossed dancers in New York find themselves at the center of a bitter rivalry between their brothers' underground dance clubs.,6.792607,http://img.omdbapi.com/?i=tt1828959&h=600&apikey=f3f2af9c,CJ_Entertainment,South_Korea,2013-08-07,122.0,110.0,English,Released,Move to your beat. Move to your moment. Move to your love.,Make Your Move,False,6.2,30.0,2013,"Donny-Derek_Hough,Aya-BoA,Kaz-Will_Yun_Lee,Tatiana-Izabella_Miko,Natsumi-Miki_Ishikawa,Nick-Wesley_Jonathan,Raphael-Michael_Mando,Parole_Officer_Foster-Dan_Lauria,Camille_Young-Mary_Ashton,Rei-Tiffany_Daniels,Child_Drummer-Kolton_Stewart",Duane_Adler,,,,
24753,24753,24753,24753,False,,0,"Action,Drama,War",,74974,tt0088934,English,Code Name: Emerald,"In april 1944, an allied agent is sent to France in order to rescue an ""overlord"" captured by the Germans. (An ""overlord"" is one of the few men who knew the date and place of the ""D"" day). To achieve this goal, he will be supported by a secret friend of the allies, a very important German officer and the French resistance. But the nazi SS is not resting...",0.658885,http://img.omdbapi.com/?i=tt0088934&h=600&apikey=f3f2af9c,"NBC,Metro-Goldwyn-Mayer_(MGM)",United_States_of_America,1985-09-07,0.0,95.0,English,Released,,Code Name: Emerald,False,6.0,2.0,1985,"Gus_Lang-Ed_Harris,Jürgen_Brausch-Max_von_Sydow,Walter_Hoffman-Horst_Buchholz,Ernst_Ritter-Helmut_Berger,Claire_Jouvet-Cyrielle_Clair,Andy_Wheeler-Eric_Stoltz,Colonel_Peters-Patrick_Stewart,Sir_Geoffrey_Macklin-Graham_Crowden,Major_Seltz-George_Mikell,Dieter_Träger-Gabriel_Barylli,Johann-Peter_Bonke,Patrick_Callaghan-Tony_Rohr,Andre-Henri_Lambert,Willoughby-Ray_Armstrong,Jasmine-Julie_Jézéquel",Jonathan_Sanger,,,,
24764,24764,24764,24764,False,,0,"Comedy,Drama",,65612,tt0094002,French,Soigne ta droite,"This film is made up several sketches in which certain actors play several real or fictional roles to a background of rock music. The lead character, played by Godard himself, is an annoyingly perfectionist film-maker determined to wring every last drop of the finest performance possible from his stars.",0.416594,http://img.omdbapi.com/?i=tt0094002&h=600&apikey=f3f2af9c,,"France,Switzerland",1987-09-19,0.0,82.0,Français,Released,,Keep Your Right Up,False,5.3,4.0,1987,"l'Idiot_ou_le_Prince-Jean-Luc_Godard,la_cigale-Jane_Birkin,l'Individu-Jacques_Villeret,L'homme-François_Périer",Jean-Luc_Godard,,65612.0,92732.0,52886.0
25391,25391,25391,25391,False,,0,"Comedy,Romance",,252721,tt0047813,English,An Alligator Named Daisy,"Returning from a cricket match in Ireland, Peter Weston gains a pet alligator from another passenger who abandons it with him.  He is horrified and while his first instinct is to get rid of it he develops a relationship with a young Irishwoman who appears to be entwined with the reptile. He soon discovers that Daisy is tame and seems to be the way to Moira's heart.",0.161402,http://img.omdbapi.com/?i=tt0047813&h=600&apikey=f3f2af9c,The_Rank_Organisation,United_Kingdom,1955-12-13,0.0,85.0,English,Released,Britain's new laughter team,An Alligator Named Daisy,False,0.0,0.0,1955,"Peter_Weston-Donald_Sinden,Vanessa_Colebrook-Diana_Dors,Moira_O'Shannon-Jeannie_Carson,Sir_James_Colebrook-James_Robertson_Justice,Colonel_Geoffrey_Weston-Roland_Culver,The_General-Stanley_Holloway,Mrs._Weston-Avice_Landone,Hoskins-Richard_Wattis,Albert_O'Shannon-Stephen_Boyd,Prudence_Croquet-Margaret_Rutherford",J._Lee_Thompson,"based_on_novel,alligator",,,
25456,25456,25456,25456,False,,0,Drama,,57387,tt1235853,French,Contre toi,"Stockholm Syndrome.  Feelings arise between a young kidnapper and his victim, a woman surgeon. He seeks revenge for a medical accident that prevents him from living peacefully and decides to kidnapp the woman he holds responsible. When the latter manage to escape, she can't stop to meet her kidnapper again, for reasons of love and of vengeance.",0.460063,http://img.omdbapi.com/?i=tt1235853&h=600&apikey=f3f2af9c,"Mars_Films,Canal+,CinéCinéma,Ce_Qui_Me_Meut_Motion_Pictures,ARD_Degeto_Film,La_Banque_Postale_Image_3,Origami_Films,Soficinéma_5,Région_Poitou-Charentes,Département_de_la_Charente",France,2010-11-04,0.0,85.0,Français,Released,,In Your Hands,False,6.1,8.0,2010,"Anna-Kristin_Scott_Thomas,Yann-Pio_Marmaï,Policier_déposition-Jean-Philippe_Ecoffey,Caroline-Marie-Sohna_Condé,la_concierge-Marie-Christine_Orry,Milène-Vinciane_Millereau,policier_accueil-Sophie_Fougère,Michel-Jean-Louis_Tribes,policier-Laurent_Cyr,La_mère_d'Anna_(voice)-Noëlle_Boisson,Policier-Olivier_Galliano,La_mère_de_Yann_(voice)-Mic_Cheminal,Le_concierge_(voice)-Alain_Lévy,La_secrétaire_(voice)-Marie_Da_Costa,Le_fils_de_Michel_(voice)-Stanislas_Thuret",Lola_Doillon,woman_director,,,
25809,25809,25809,25809,False,,0,"Thriller,Crime,Drama",,39342,tt0076023,English,Fight for Your Life,A minister dispenses justice on three convicts who take his family hostage.,1.233805,http://img.omdbapi.com/?i=tt0076023&h=600&apikey=f3f2af9c,,United_States_of_America,1977-10-03,0.0,82.0,English,Released,There is no greater violence than a father's revenge for the rape of his daughter.,Fight for Your Life,False,5.7,17.0,1977,"Ted_Turner-Robert_Judd,Mrs._Turner-Catherine_Peppers,Grandma_Turner-Lela_Small,Corrie_Turner-Yvonne_Ross,Floyd_Turner-Reggie_Rock_Bythewood,Val_Turner-Ramon_Saunders,Jessie_Lee_Kane-William_Sanderson,Chino-Daniel_Faraldo,Ling-Peter_Yoshida,Karen-Bonnie_Martin,Lt._Reilly-David_Cargill,Captain_Hamilton-Richard_A._Rubin,Joey-David_Dewlow,Tony-Nick_Hardin",Robert_A._Endelson,"revenge,independent_film,violence,confrontation,escape_from_jail,garrote,video_nasty",,,
25944,25944,25944,25944,False,,0,"Comedy,Music",,94568,tt0161612,English,Get Yourself a College Girl,A young music student faces expulsion after her instructors learn she is moonlighting as a pop-music writer.,0.003038,http://img.omdbapi.com/?i=tt0161612&h=600&apikey=f3f2af9c,Four_Leaf_Productions,United_States_of_America,1964-12-18,0.0,87.0,English,Released,,Get Yourself a College Girl,False,0.0,0.0,1964,"Teresa_'Terry'_Taylor-Mary_Ann_Mobley,Marge_Endicott-Joan_O'Brien,Lynne-Nancy_Sinatra,Sue_Ann_Mobley-Chris_Noel,Gary_Underwood-Chad_Everett,Senator_Hubert_Morrison-Willard_Waterman,Armand-Fabrizio_Mioni,Gordon-James_Millhollin,Ray-Paul_Todd,Donnie-Donnie_Brooks,Donna,_the_Photographer-Hortense_Petra",Sidney_Miller,"college,student,songwriter",,,
25978,25978,25978,25978,False,,0,,,127150,tt0452632,English,How to Eat Your Watermelon in White Company (and Enjoy It),"Feature-length documentary on renegade filmmaker, novelist, musician and theater impresario, Melvin Van Peebles.",0.050135,http://img.omdbapi.com/?i=tt0452632&h=600&apikey=f3f2af9c,,,2005-01-01,0.0,0.0,,Released,,How to Eat Your Watermelon in White Company (and Enjoy It),False,0.0,0.0,2005,"-Marva_Allen,-Emanuel_Azenberg,-Spike_Lee,-Melvin_Van_Peebles",Joe_Angio,,127150.0,4209900.0,319071.0
26035,26035,26035,26035,False,,0,"Music,Comedy",,62934,tt1791504,English,Fight for Your Right Revisited,"Fight For Your Right Revisited, stars actors like Will Ferrell, Seth Rogan and Elijah Wood playing the roles of the B-Boys three members, Mike D, Ad Rock and MCA. It is a reprisal of the video the trio made for their 1987 single Fight For Your Right, and features music from the band's new album, Hot Sauce Committe Part Two. Fight For Your Right Revisited is directed by Adam Yauch, aka MCA.",5.184915,http://img.omdbapi.com/?i=tt1791504&h=600&apikey=f3f2af9c,,United_States_of_America,2011-04-22,0.0,30.0,English,Released,,Fight for Your Right Revisited,False,6.7,16.0,2011,"Ad-Rock_(B-Boys_1)-Elijah_Wood,MCA_(B-Boys_1)-Danny_McBride,Mother-Susan_Sarandon,Father-Stanley_Tucci,Skirt_Suit-Rashida_Jones,Cab_Driver-Adam_Scott,Church_Goer-Rainn_Wilson,Church_Goer-Arabella_Field,Maitre_D'-Ted_Danson,Waiter-Steve_Buscemi,Café_Patron-Roman_Coppola,Café_Patron-Shannyn_Sossamon,Café_Patron-Amy_Poehler,Café_Patron-Alicia_Silverstone,Café_Patron-Mary_Steenburgen,Nathanial_Hornblower-David_Cross,Sir_Stewart_Wallace-Mike_Mills,Girl_in_Limo-Chloë_Sevigny,Metal_Chick-Kirsten_Dunst,Girl_in_Limo_3-Maya_Rudolph,Carwasher-Orlando_Bloom,Man_with_mustache-David_Cross,Cop_1-Adam_Yauch,Cop_2-Michael_Diamond,Cop_3-Adam_Horovitz,Paddy_Wagon_Driver-Martin_Starr,-John_C._Reilly,-Jack_Black,-Will_Ferrell,-Will_Arnett,-Seth_Rogen",Adam_Yauch,,,,
26094,26094,26094,26094,False,,0,Horror,,199925,tt2916416,Japanese,喰女 ―クイメ―,"An actor named Kosuke plays the role of Iemon in a stage version of Yotsuya Kaiden and his new lover Miyuki plays Oiwa. However, as they delve deeper into their respective performances, the line between fantasy and reality becomes obscured until the murderous, vengeful themes of the play bleed into their own relationship.",0.459802,http://img.omdbapi.com/?i=tt2916416&h=600&apikey=f3f2af9c,"Celluloid_Dreams,Dentsu,Sedic_International,TOEI_Company,Oriental_Light_and_Magic_(OLM),Kinoshita_Group,Kôsuke,Shanghai_Pengjin_Entertainment_Co.","France,Japan",2014-08-23,0.0,93.0,日本語,Post Production,,Over Your Dead Body,False,7.1,12.0,2014,"Kousuke_Hasegawa_/_Tamiya_Iemon-Ebizo_Ichikawa,Miyuki_Goto_/_Oiwa-Kou_Shibasaki,Jun_Suzuki-Hideaki_Ito,-Miho_Nakanishi,-Maiko,-Toshie_Negishi,-Hiroshi_Katsuno,-Ikkô_Furuya,-Hitomi_Katayama,-Tatsuya_Nakadai,-Kei_Satô,-Kenichi_Hagiwara,-Koichi_Sato,-Toshiaki_Karasawa",Takashi_Miike,,,,
26218,26218,26218,26218,False,The_Dentist_Collection,0,"Horror,Mystery",,37526,tt0161492,English,The Dentist 2: Brace Yourself,"Dr. Caine, the murdering dentist from the original movie, has escaped from the mental hospital where he has been since being caught. Hoping to resume a normal life, he makes his way to a quiet Midwestern town under a false name and takes on the responsibilities of the town dentist Things are starting to look up for Caine, until the day when he catches his new love in the arms of someone else. Just as in the first movie, this sends him back over the edge and into another homicidal rampage, with his unfortunate patients bearing the brunt of his hostility.",1.127098,http://img.omdbapi.com/?i=tt0161492&h=600&apikey=f3f2af9c,Trimark_Pictures,United_States_of_America,1998-12-11,0.0,100.0,"Deutsch,English",Released,Brace Yourself!,The Dentist 2: Brace Yourself,False,4.3,20.0,1998,"Dr._Alan_Feinstone-Corbin_Bernsen,Jamie_Devers-Jillian_McWhirter,Jeremy_Wilkes-Jeff_Doucette,Bev_Trotter-Susanne_Wright,Doc_Burns-Jim_Antonio,Robbie_Mauro-Lee_Dawson,Bernice-Wendy_Robie,Jenkins-Ralph_P._Martin,Mr._Toothache-Clint_Howard,Brooke_Sullivan-Linda_Hoffman",Brian_Yuzna,"trauma,dentist,dental_torture",,,
26486,26486,26486,26486,False,,0,Drama,,33030,tt0031477,English,In Name Only,A wealthy man falls for a widow but is locked into a loveless marriage with a woman who has contrived to convince his parents she is the ideal wife.,0.839403,http://img.omdbapi.com/?i=tt0031477&h=600&apikey=f3f2af9c,RKO_Radio_Pictures,United_States_of_America,1939-08-18,0.0,94.0,English,Released,,In Name Only,False,6.4,14.0,1939,"Julie_Eden-Carole_Lombard,Alec_Walker-Cary_Grant,Maida_Walker-Kay_Francis,Richard_Walker-Charles_Coburn,Suzanne-Helen_Vinson,Laura-Katharine_Alexander,Dr._Gateson-Jonathan_Hale,Mrs._Walker-Nella_Walker,Charley-Alan_Baxter,Dr._Muller-Maurice_Moscovitch,Ellen-Peggy_Ann_Garner,Gardener-Spencer_Charters,Black_Waiter_on_Train_(uncredited)-James_Adamson,Farmer_on_Truck_(uncredited)-Arthur_Aylesworth,Hospital_Elevator_Operator_(uncredited)-Lloyd_Ingraham,Manager_-_Tony's_Cafe_(uncredited)-Frank_Puglia,Paul_Graham_-_Escort_(uncredited)-Grady_Sutton,Bellhop_#1-Jack_Chapin,Archie_Duross-Charles_Coleman,Head_Train_Steward-John_Dilson,Hotel_Chambermaid-Fern_Emmett,Night_Clerk-Edward_Fliegle,Owen_-_Clerk-Byron_Foulger,Yawning_Hospital_Attendant-Gus_Glassmire,Steward-Gordon_Douglas,Train_Waiter-Jesse_Graves,Party_Guest-Sam_Harris,Bellhop_Bringing_Bottle-Harold_Hoff,John_-_Chauffeur-John_Laing,Nurse_at_Desk-Mary_MacLaren,Boat_Passenger-Harriet_Matthews,Waiter_at_Tony's-Tony_Merlo,Boat_Passenger-Harold_Miller,Bartender-Frank_Mills,College_Man_Asking_About_Game-Bert_Moorhouse,Party_Guest-Clive_Morgan,Boat_Passenger-Sandra_Morgan,Dr._Hastings_at_Hotel-George_Rosener,Hotel_Manager_/_Amorous_House_Detective-Robert_Strange,Party_Guest-Kathryn_Wilson,Party_Guest-Florence_Wix,Joe_-_Bellhop-Allen_Wood",John_Cromwell,"widow,pneumonia,car_crash,wealthy,single_mother,double_cross,duplicity,loveless_marriage,hospitalization,country_cottage,scheming_wife,manipulative_woman",,,
26702,26702,26702,26702,False,,0,"Comedy,War",,44775,tt0023312,English,Pack Up Your Troubles,"The film begins in 1917 with Stan (Stan Laurel) and Ollie (Oliver Hardy) being drafted into the U.S. Army to fight in World War I. While in the Army, the pair befriend a man named Eddie Smith, who is kidnapped and killed by the enemy during a battle. After the War is over, Stan and Ollie venture to New York City, where they begin a quest to reunite Eddie's baby daughter (Jacquie Lyn) with her rightful family. The task proves both monumental and problematic as the boys discover just how many people in New York have the last name ""Smith"".",1.087814,http://img.omdbapi.com/?i=tt0023312&h=600&apikey=f3f2af9c,Hal_Roach_Studios,,1932-09-16,0.0,68.0,"Français,English",Released,,Pack Up Your Troubles,False,7.1,15.0,1932,"Stan-Stan_Laurel,Ollie-Oliver_Hardy,General-James_Finlayson,Eddie_Smith-Don_Dillaway,Eddie's_Baby-Jackie_Lyn_Dufton,Old_Woman_with_Letter-Mary_Carr,Uncle_Jack-Richard_Cramer,Annie-Adele_Watson,Recruiting_Sergeant-Tom_Kennedy,Welfare_Association_Officer-Charles_Middleton,Mr._Smith-Richard_Tucker,Wrong_Eddie's_Bride-Muriel_Evans,The_Wrong_Eddie-Grady_Sutton,Wrong_Eddie's_Father-C._Montague_Shaw,Mr._Hathaway-Billy_Gilbert,Bridesmaid_(uncredited)-Paulette_Goddard,Janitor_(uncredited)-Charlie_Hall,First_Bridesmaid_-_Left_Column_(uncredited)-Dorothy_Layton,Wedding_Guest_(uncredited)-Natalie_Moorhead,Extra_(uncredited)-Dave_O'Brien",George_Marshall,,,,
26901,26901,26901,26901,False,,0,"Romance,Comedy",,113823,tt0044125,English,Three Guys Named Mike,"A stewardess becomes romantically involved with an airline pilot, a college professor, and a successful businessman...all of whom are named Mike. When the three find out about each other, she has to decide which one she loves the most.",0.589707,http://img.omdbapi.com/?i=tt0044125&h=600&apikey=f3f2af9c,Metro-Goldwyn-Mayer_(MGM),United_States_of_America,1951-03-01,0.0,90.0,English,Released,,Three Guys Named Mike,False,5.7,3.0,1951,"Marcy_Lewis-Jane_Wyman,Michael_Lawrence-Van_Johnson,Mike_Jamison-Howard_Keel,Mike_Tracy-Barry_Sullivan,Kathy_Hunter-Phyllis_Kirk,Jan_Baker-Anne_Sargent,Alice_Raymend-Jeff_Donnell,Scott_Bellemy-Herbert_Heyes,Benson-Robert_Sherwood,MacWade_Parker-Don_McGuire,Ann_White-Barbara_Billingsley,Mr._Williams-Hugh_Sanders,Dr._Matthew_Hardy-John_Maxwell,C.R._Smith-Lewis_Martin",Charles_Walters,"stewardess,pilot,suitor,scientist,airline",,,
26935,26935,26935,26935,False,In_the_Name_of_the_King_Collection,3500000,"Action,Adventure,Drama,Fantasy",,252360,tt2379386,English,In the Name of the King III,"Hazen Kaine, an American contract killer living in Sofia, Bulgaria, gets more than he bargains for when he enters into a contract with the mob. One last job before he gets out and starts a new life for himself. The targets: the three children of royal billionaire Andon Dupont. Seems simple enough, or so he thought. Hazen apprehends the children, and before he can blink an eye, a simple necklace worn by one of the children sends his life spiraling back to medieval times. Now completely out of his element, Hazen fights for his life as he tries to escape a medieval army and a fierce fire-breathing dragon.",2.433784,http://img.omdbapi.com/?i=tt2379386&h=600&apikey=f3f2af9c,,"Bulgaria,Canada",2013-12-27,0.0,85.0,English,Released,,In the Name of the King III,False,3.3,19.0,2013,"Hazen_Kaine-Dominic_Purcell,Arabella-Ralitsa_Paskaleva,Ulrich-Bashar_Rahal,Tybalt-Nikolai_Sotirov,Tervin_/_Ayavlo-Marian_Valev",Uwe_Boll,based_on_video_game,,,
26946,26946,26946,26946,False,,260000,"Drama,Romance",,90957,tt0024130,English,Hold Your Man,"Ruby falls in love with small-time con man Eddie. During a botched blackmail scheme, Eddie accidentally kills the man they were setting up. Eddie takes off and Ruby is sent to a reformatory for two years.",0.237941,http://img.omdbapi.com/?i=tt0024130&h=600&apikey=f3f2af9c,Metro-Goldwyn-Mayer_(MGM),United_States_of_America,1933-07-07,0.0,87.0,English,Released,THE STARS YOU LOVE TO SEE MAKING LOVE!,Hold Your Man,False,2.7,5.0,1933,"Ruby_Adams-Jean_Harlow,Eddie_Hall-Clark_Gable,Al_Simpson-Stuart_Erwin,Gypsy-Dorothy_Burgess,Bertha-Muriel_Kirkland,Slim-Garry_Owen,Sadie-Barbara_Barondess,Miss_Tuttle-Elizabeth_Patterson,Maizie-Inez_Courtney,Mrs._Wagner-Blanche_Friderici,Miss_Davis-Helen_Freeman,Elite_Club_Attendant_(uncredited)-Louise_Beavers,Policeman_at_Reformatory_(uncredited)-Ben_Taggart,Clergyman_in_Alternate_Version_(uncredited)-Henry_B._Walthall",Sam_Wood,"blackmail,con_artist",,,
27136,27136,27136,27136,False,,0,"Comedy,Crime,Drama",,72460,tt0070158,English,Harry in Your Pocket,"A master thief (James Coburn) and his drug-addicted partner teach two aspiring crooks (Michael Sarrazin, Trish Van Devere) how to steal wallets.",0.845041,http://img.omdbapi.com/?i=tt0070158&h=600&apikey=f3f2af9c,,United_States_of_America,1973-09-23,0.0,103.0,English,Released,,Harry in Your Pocket,False,6.1,8.0,1973,"Harry-James_Coburn,Ray_Haulihan-Michael_Sarrazin,Sandy_Coletto-Trish_Van_Devere,Casey-Walter_Pidgeon,Fence-Michael_C._Gwynne,1st_Detective-Tony_Giorgio,2nd_Detective-Michael_Stearns,Francine-Susan_Mullen",Bruce_Geller,,,,
27475,27475,27475,27475,False,,0,"Action,Comedy",,77118,tt0353545,English,I Accidentally Domed Your Son,"This offbeat dark comedy take place when four friends have a backyard bar-b-q and decide to come up on some bud. Not knowing where to turn, because the streets have been dry for a few months, they end up scoring from the son of a over protective mob figure by the name of Fredrico, who vows, if anything should happen to his son, their will be hell to pay. After a tragic accident, the four friends are on the run with only one person to turn to, Krego, Brisco's long time friend. Krego confirms to them, Fredrico is a very powerful man, and there is no escaping his fury. Their only option is to change their appearance through underground plastic surgery, which would take them on a five hundred mile road trip. Along the way, they will have to avoid Fredrico's beautiful assassin, Venus, and other unsavory characters, leaving them to ponder the question, was it just dumb luck, or was it the bud?",0.039597,http://img.omdbapi.com/?i=tt0353545&h=600&apikey=f3f2af9c,,,2004-01-01,0.0,0.0,,Released,,I Accidentally Domed Your Son,False,7.0,1.0,2004,,,,,,
27752,27752,27752,27752,False,,0,"Romance,Comedy",,74192,tt0115536,Spanish,El amor perjudica seriamente la salud,A woman seduces a hotel janitor to gain access to the famous musicians coming into town.,0.347937,http://img.omdbapi.com/?i=tt0115536&h=600&apikey=f3f2af9c,,"France,Spain",1997-01-10,0.0,129.0,Español,Released,,Love Can Seriously Damage Your Health,False,5.8,9.0,1997,"Diana_Balaguer-Ana_Belén,Santi_Garcia-Juanjo_Puigcorbé,Santi_joven-Gabino_Diego,Diana_Joven-Penélope_Cruz,-Carles_Sans",Manuel_Gómez_Pereira,,,,
28162,28162,28162,28162,False,,0,Drama,,270899,tt2929890,French,L'homme qu'on aimait trop,"In 1976 in Nice, Agnes, the daughter of the owner of the Palais de la Méditerranée, falls in love with an older lawyer.",1.756452,http://img.omdbapi.com/?i=tt2929890&h=600&apikey=f3f2af9c,"Mars_Films,Fidélité_Films,VIP_Cinéma_1",France,2014-05-21,0.0,122.0,Français,Released,,In the Name of My Daughter,False,5.7,22.0,2014,"Renée_Le_Roux-Catherine_Deneuve,Maurice_Agnelet-Guillaume_Canet,Agnès_Le_Roux-Adèle_Haenel,Françoise-Judith_Chemla",André_Téchiné,,,,
28164,28164,28164,28164,False,,0,Western,,83122,tt0063568,Italian,Se incontri Sartana prega per la tua morte,"After a stagecoach is robbed and the passengers murdered, a long and tangled series of surprise attacks a murderous double-crosses leaves the coach's strongbox in the hands of the killer Lasky. It is up to the legendary hero Sartana to track down the missing money and determine just who is ultimately behind the grisly robberies and killings.",0.76346,http://img.omdbapi.com/?i=tt0063568&h=600&apikey=f3f2af9c,"Paris_Etolie_Films,Parnass_Film","Italy,France,Germany",1968-08-14,0.0,95.0,Italiano,Released,,If You Meet Sartana Pray for Your Death,False,4.9,5.0,1968,"Sartana-Gianni_Garko,Morgan-Klaus_Kinski,Jose_Manuel_Mendoza-Fernando_Sancho,Lasky-William_Berger,Jeff_Stewal-Sydney_Chaplin,Alman-Gianni_Rizzo,Dusty-Franco_Pesce,Evelyn-Heidi_Fischer,Jane-Maria_Pia_Conte,Meg_/_Maggie-Sabine_Sun,Gambler-Gianfranco_Parolini,Perdido-Andrea_Scotti",Gianfranco_Parolini,"surprise,stagecoach,spaghetti_western",,,
